is_kiwi,recording,segment_index,segment_path
0.0,ZE_20181007_050939,3.0,segments/ZE_20181007_050939_3.png
0.0,ZE_20181007_050939,4.0,segments/ZE_20181007_050939_4.png
0.0,ZE_20181007_050939,5.0,segments/ZE_20181007_050939_5.png
0.0,ZE_20181007_050939,6.0,segments/ZE_20181007_050939_6.png
0.0,ZE_20181007_050939,7.0,segments/ZE_20181007_050939_7.png
0.0,ZE_20181007_050939,8.0,segments/ZE_20181007_050939_8.png
0.0,ZE_20181007_050939,9.0,segments/ZE_20181007_050939_9.png
0.0,ZE_20181007_050939,10.0,segments/ZE_20181007_050939_10.png
0.0,ZE_20181007_050939,11.0,segments/ZE_20181007_050939_11.png
0.0,ZE_20181007_050939,12.0,segments/ZE_20181007_050939_12.png
0.0,ZE_20181007_050939,13.0,segments/ZE_20181007_050939_13.png
0.0,ZE_20181007_050939,14.0,segments/ZE_20181007_050939_14.png
0.0,ZE_20181007_050939,15.0,segments/ZE_20181007_050939_15.png
0.0,ZE_20181007_050939,16.0,segments/ZE_20181007_050939_16.png
0.0,ZE_20181007_050939,17.0,segments/ZE_20181007_050939_17.png
0.0,ZE_20181007_050939,18.0,segments/ZE_20181007_050939_18.png
0.0,ZE_20181007_050939,19.0,segments/ZE_20181007_050939_19.png
0.0,ZE_20181007_050939,20.0,segments/ZE_20181007_050939_20.png
0.0,ZE_20181007_050939,21.0,segments/ZE_20181007_050939_21.png
0.0,ZE_20181007_050939,22.0,segments/ZE_20181007_050939_22.png
0.0,ZE_20181007_050939,23.0,segments/ZE_20181007_050939_23.png
0.0,ZE_20181007_050939,24.0,segments/ZE_20181007_050939_24.png
0.0,ZE_20181007_050939,25.0,segments/ZE_20181007_050939_25.png
0.0,ZE_20181007_050939,26.0,segments/ZE_20181007_050939_26.png
0.0,ZE_20181007_050939,27.0,segments/ZE_20181007_050939_27.png
0.0,ZE_20181007_050939,28.0,segments/ZE_20181007_050939_28.png
0.0,ZE_20181007_050939,29.0,segments/ZE_20181007_050939_29.png
0.0,ZE_20181007_050939,30.0,segments/ZE_20181007_050939_30.png
0.0,ZE_20181007_050939,31.0,segments/ZE_20181007_050939_31.png
0.0,ZE_20181007_050939,32.0,segments/ZE_20181007_050939_32.png
0.0,ZE_20181007_050939,33.0,segments/ZE_20181007_050939_33.png
0.0,ZE_20181007_050939,34.0,segments/ZE_20181007_050939_34.png
0.0,ZE_20181007_050939,35.0,segments/ZE_20181007_050939_35.png
0.0,ZE_20181007_050939,36.0,segments/ZE_20181007_050939_36.png
0.0,ZE_20181007_050939,37.0,segments/ZE_20181007_050939_37.png
0.0,ZE_20181007_050939,38.0,segments/ZE_20181007_050939_38.png
0.0,ZE_20181007_050939,39.0,segments/ZE_20181007_050939_39.png
0.0,ZE_20181007_050939,40.0,segments/ZE_20181007_050939_40.png
0.0,ZE_20181007_050939,41.0,segments/ZE_20181007_050939_41.png
0.0,ZE_20181007_050939,42.0,segments/ZE_20181007_050939_42.png
0.0,ZE_20181007_050939,43.0,segments/ZE_20181007_050939_43.png
0.0,ZE_20181007_050939,44.0,segments/ZE_20181007_050939_44.png
0.0,ZE_20181007_050939,45.0,segments/ZE_20181007_050939_45.png
0.0,ZE_20181007_050939,46.0,segments/ZE_20181007_050939_46.png
0.0,ZE_20181007_050939,47.0,segments/ZE_20181007_050939_47.png
0.0,ZE_20181007_050939,48.0,segments/ZE_20181007_050939_48.png
0.0,ZE_20181007_050939,49.0,segments/ZE_20181007_050939_49.png
0.0,ZE_20181007_050939,50.0,segments/ZE_20181007_050939_50.png
0.0,ZE_20181007_050939,51.0,segments/ZE_20181007_050939_51.png
0.0,ZE_20181007_050939,52.0,segments/ZE_20181007_050939_52.png
0.0,ZE_20181007_050939,53.0,segments/ZE_20181007_050939_53.png
0.0,ZE_20181007_050939,54.0,segments/ZE_20181007_050939_54.png
0.0,ZE_20181007_050939,55.0,segments/ZE_20181007_050939_55.png
0.0,ZE_20181007_050939,56.0,segments/ZE_20181007_050939_56.png
0.0,ZE_20181007_050939,57.0,segments/ZE_20181007_050939_57.png
0.0,ZE_20181007_050939,58.0,segments/ZE_20181007_050939_58.png
0.0,ZE_20181007_050939,59.0,segments/ZE_20181007_050939_59.png
0.0,ZE_20181007_050939,60.0,segments/ZE_20181007_050939_60.png
0.0,ZE_20181007_050939,61.0,segments/ZE_20181007_050939_61.png
0.0,ZE_20181007_050939,62.0,segments/ZE_20181007_050939_62.png
0.0,ZE_20181007_050939,63.0,segments/ZE_20181007_050939_63.png
0.0,ZE_20181007_050939,64.0,segments/ZE_20181007_050939_64.png
0.0,ZE_20181007_050939,65.0,segments/ZE_20181007_050939_65.png
0.0,ZE_20181007_050939,66.0,segments/ZE_20181007_050939_66.png
0.0,ZE_20181007_050939,67.0,segments/ZE_20181007_050939_67.png
0.0,ZE_20181007_050939,68.0,segments/ZE_20181007_050939_68.png
0.0,ZE_20181007_050939,69.0,segments/ZE_20181007_050939_69.png
0.0,ZE_20181007_050939,70.0,segments/ZE_20181007_050939_70.png
0.0,ZE_20181007_050939,71.0,segments/ZE_20181007_050939_71.png
0.0,ZE_20181007_050939,72.0,segments/ZE_20181007_050939_72.png
0.0,ZE_20181007_050939,73.0,segments/ZE_20181007_050939_73.png
0.0,ZE_20181007_050939,74.0,segments/ZE_20181007_050939_74.png
1.0,ZG_20181007_004500,0.0,segments/ZG_20181007_004500_0.png
1.0,ZG_20181007_004500,1.0,segments/ZG_20181007_004500_1.png
0.0,ZG_20181007_004500,2.0,segments/ZG_20181007_004500_2.png
0.0,ZG_20181007_004500,3.0,segments/ZG_20181007_004500_3.png
0.0,ZG_20181007_004500,4.0,segments/ZG_20181007_004500_4.png
0.0,ZG_20181007_004500,5.0,segments/ZG_20181007_004500_5.png
1.0,ZG_20181007_004500,6.0,segments/ZG_20181007_004500_6.png
0.0,ZG_20181007_004500,7.0,segments/ZG_20181007_004500_7.png
0.0,ZG_20181007_004500,8.0,segments/ZG_20181007_004500_8.png
0.0,ZG_20181007_004500,9.0,segments/ZG_20181007_004500_9.png
0.0,ZG_20181007_004500,10.0,segments/ZG_20181007_004500_10.png
0.0,ZG_20181007_004500,11.0,segments/ZG_20181007_004500_11.png
0.0,ZG_20181007_004500,12.0,segments/ZG_20181007_004500_12.png
0.0,ZG_20181007_004500,13.0,segments/ZG_20181007_004500_13.png
0.0,ZG_20181007_004500,14.0,segments/ZG_20181007_004500_14.png
0.0,ZG_20181007_004500,15.0,segments/ZG_20181007_004500_15.png
0.0,ZG_20181007_004500,16.0,segments/ZG_20181007_004500_16.png
0.0,ZG_20181007_004500,17.0,segments/ZG_20181007_004500_17.png
0.0,ZG_20181007_004500,18.0,segments/ZG_20181007_004500_18.png
0.0,ZG_20181007_004500,19.0,segments/ZG_20181007_004500_19.png
0.0,ZG_20181007_004500,20.0,segments/ZG_20181007_004500_20.png
0.0,ZG_20181007_004500,21.0,segments/ZG_20181007_004500_21.png
0.0,ZG_20181007_004500,22.0,segments/ZG_20181007_004500_22.png
0.0,ZG_20181007_004500,23.0,segments/ZG_20181007_004500_23.png
0.0,ZG_20181007_004500,24.0,segments/ZG_20181007_004500_24.png
0.0,ZG_20181007_004500,25.0,segments/ZG_20181007_004500_25.png
0.0,ZG_20181007_004500,26.0,segments/ZG_20181007_004500_26.png
0.0,ZG_20181007_004500,27.0,segments/ZG_20181007_004500_27.png
0.0,ZG_20181007_004500,28.0,segments/ZG_20181007_004500_28.png
0.0,ZG_20181007_004500,29.0,segments/ZG_20181007_004500_29.png
0.0,ZG_20181007_004500,30.0,segments/ZG_20181007_004500_30.png
0.0,ZG_20181007_004500,31.0,segments/ZG_20181007_004500_31.png
0.0,ZG_20181007_004500,32.0,segments/ZG_20181007_004500_32.png
0.0,ZG_20181007_004500,33.0,segments/ZG_20181007_004500_33.png
0.0,ZG_20181007_004500,34.0,segments/ZG_20181007_004500_34.png
0.0,ZG_20181007_004500,35.0,segments/ZG_20181007_004500_35.png
0.0,ZG_20181007_004500,36.0,segments/ZG_20181007_004500_36.png
0.0,ZG_20181007_004500,37.0,segments/ZG_20181007_004500_37.png
0.0,ZG_20181007_004500,38.0,segments/ZG_20181007_004500_38.png
0.0,ZG_20181007_004500,39.0,segments/ZG_20181007_004500_39.png
0.0,ZG_20181007_004500,40.0,segments/ZG_20181007_004500_40.png
0.0,ZG_20181007_004500,41.0,segments/ZG_20181007_004500_41.png
0.0,ZG_20181007_004500,42.0,segments/ZG_20181007_004500_42.png
0.0,ZG_20181007_004500,43.0,segments/ZG_20181007_004500_43.png
0.0,ZG_20181007_004500,44.0,segments/ZG_20181007_004500_44.png
0.0,ZG_20181007_004500,45.0,segments/ZG_20181007_004500_45.png
0.0,ZG_20181007_004500,46.0,segments/ZG_20181007_004500_46.png
0.0,ZG_20181007_004500,47.0,segments/ZG_20181007_004500_47.png
1.0,ZG_20181007_004500,48.0,segments/ZG_20181007_004500_48.png
1.0,ZG_20181007_004500,49.0,segments/ZG_20181007_004500_49.png
1.0,ZG_20181007_004500,50.0,segments/ZG_20181007_004500_50.png
0.0,ZG_20181007_004500,51.0,segments/ZG_20181007_004500_51.png
0.0,ZG_20181007_004500,52.0,segments/ZG_20181007_004500_52.png
0.0,ZG_20181007_004500,53.0,segments/ZG_20181007_004500_53.png
0.0,ZG_20181007_004500,54.0,segments/ZG_20181007_004500_54.png
0.0,ZG_20181007_004500,55.0,segments/ZG_20181007_004500_55.png
0.0,ZG_20181007_004500,56.0,segments/ZG_20181007_004500_56.png
0.0,ZG_20181007_004500,57.0,segments/ZG_20181007_004500_57.png
0.0,ZG_20181007_004500,58.0,segments/ZG_20181007_004500_58.png
0.0,ZG_20181007_004500,59.0,segments/ZG_20181007_004500_59.png
0.0,ZG_20181007_004500,60.0,segments/ZG_20181007_004500_60.png
0.0,ZG_20181007_004500,61.0,segments/ZG_20181007_004500_61.png
0.0,ZG_20181007_004500,62.0,segments/ZG_20181007_004500_62.png
0.0,ZG_20181007_004500,63.0,segments/ZG_20181007_004500_63.png
0.0,ZG_20181007_004500,64.0,segments/ZG_20181007_004500_64.png
0.0,ZG_20181007_004500,65.0,segments/ZG_20181007_004500_65.png
0.0,ZG_20181007_004500,66.0,segments/ZG_20181007_004500_66.png
0.0,ZG_20181007_004500,67.0,segments/ZG_20181007_004500_67.png
0.0,ZG_20181007_004500,68.0,segments/ZG_20181007_004500_68.png
0.0,ZG_20181007_004500,69.0,segments/ZG_20181007_004500_69.png
0.0,ZG_20181007_004500,70.0,segments/ZG_20181007_004500_70.png
0.0,ZG_20181007_004500,71.0,segments/ZG_20181007_004500_71.png
0.0,ZG_20181007_004500,72.0,segments/ZG_20181007_004500_72.png
0.0,ZG_20181007_004500,73.0,segments/ZG_20181007_004500_73.png
0.0,ZG_20181007_004500,74.0,segments/ZG_20181007_004500_74.png
0.0,ZH_20181006_181500,0.0,segments/ZH_20181006_181500_0.png
0.0,ZH_20181006_181500,1.0,segments/ZH_20181006_181500_1.png
0.0,ZH_20181006_181500,2.0,segments/ZH_20181006_181500_2.png
0.0,ZH_20181006_181500,3.0,segments/ZH_20181006_181500_3.png
0.0,ZH_20181006_181500,4.0,segments/ZH_20181006_181500_4.png
0.0,ZH_20181006_181500,5.0,segments/ZH_20181006_181500_5.png
0.0,ZH_20181006_181500,6.0,segments/ZH_20181006_181500_6.png
0.0,ZH_20181006_181500,7.0,segments/ZH_20181006_181500_7.png
0.0,ZH_20181006_181500,8.0,segments/ZH_20181006_181500_8.png
0.0,ZH_20181006_181500,9.0,segments/ZH_20181006_181500_9.png
0.0,ZH_20181006_181500,10.0,segments/ZH_20181006_181500_10.png
0.0,ZH_20181006_181500,11.0,segments/ZH_20181006_181500_11.png
0.0,ZH_20181006_181500,12.0,segments/ZH_20181006_181500_12.png
0.0,ZH_20181006_181500,13.0,segments/ZH_20181006_181500_13.png
0.0,ZH_20181006_181500,14.0,segments/ZH_20181006_181500_14.png
0.0,ZH_20181006_181500,15.0,segments/ZH_20181006_181500_15.png
0.0,ZH_20181006_181500,16.0,segments/ZH_20181006_181500_16.png
0.0,ZH_20181006_181500,17.0,segments/ZH_20181006_181500_17.png
0.0,ZH_20181006_181500,18.0,segments/ZH_20181006_181500_18.png
0.0,ZH_20181006_181500,19.0,segments/ZH_20181006_181500_19.png
0.0,ZH_20181006_181500,20.0,segments/ZH_20181006_181500_20.png
0.0,ZH_20181006_181500,21.0,segments/ZH_20181006_181500_21.png
0.0,ZH_20181006_181500,22.0,segments/ZH_20181006_181500_22.png
0.0,ZH_20181006_181500,23.0,segments/ZH_20181006_181500_23.png
0.0,ZH_20181006_181500,24.0,segments/ZH_20181006_181500_24.png
0.0,ZH_20181006_181500,25.0,segments/ZH_20181006_181500_25.png
0.0,ZH_20181006_181500,26.0,segments/ZH_20181006_181500_26.png
0.0,ZH_20181006_181500,27.0,segments/ZH_20181006_181500_27.png
0.0,ZH_20181006_181500,28.0,segments/ZH_20181006_181500_28.png
0.0,ZH_20181006_181500,29.0,segments/ZH_20181006_181500_29.png
0.0,ZH_20181006_181500,30.0,segments/ZH_20181006_181500_30.png
0.0,ZH_20181006_181500,31.0,segments/ZH_20181006_181500_31.png
0.0,ZH_20181006_181500,32.0,segments/ZH_20181006_181500_32.png
0.0,ZH_20181006_181500,33.0,segments/ZH_20181006_181500_33.png
0.0,ZH_20181006_181500,34.0,segments/ZH_20181006_181500_34.png
0.0,ZH_20181006_181500,35.0,segments/ZH_20181006_181500_35.png
0.0,ZH_20181006_181500,36.0,segments/ZH_20181006_181500_36.png
0.0,ZH_20181006_181500,37.0,segments/ZH_20181006_181500_37.png
0.0,ZH_20181006_181500,38.0,segments/ZH_20181006_181500_38.png
0.0,ZH_20181006_181500,39.0,segments/ZH_20181006_181500_39.png
0.0,ZH_20181006_181500,40.0,segments/ZH_20181006_181500_40.png
0.0,ZH_20181006_181500,41.0,segments/ZH_20181006_181500_41.png
0.0,ZH_20181006_181500,42.0,segments/ZH_20181006_181500_42.png
0.0,ZH_20181006_181500,43.0,segments/ZH_20181006_181500_43.png
0.0,ZH_20181006_181500,44.0,segments/ZH_20181006_181500_44.png
0.0,ZH_20181006_181500,45.0,segments/ZH_20181006_181500_45.png
0.0,ZH_20181006_181500,46.0,segments/ZH_20181006_181500_46.png
0.0,ZH_20181006_181500,47.0,segments/ZH_20181006_181500_47.png
0.0,ZH_20181006_181500,48.0,segments/ZH_20181006_181500_48.png
0.0,ZH_20181006_181500,49.0,segments/ZH_20181006_181500_49.png
0.0,ZH_20181006_181500,50.0,segments/ZH_20181006_181500_50.png
0.0,ZH_20181006_181500,51.0,segments/ZH_20181006_181500_51.png
0.0,ZH_20181006_181500,52.0,segments/ZH_20181006_181500_52.png
0.0,ZH_20181006_181500,53.0,segments/ZH_20181006_181500_53.png
0.0,ZH_20181006_181500,54.0,segments/ZH_20181006_181500_54.png
0.0,ZH_20181006_181500,55.0,segments/ZH_20181006_181500_55.png
0.0,ZH_20181006_181500,56.0,segments/ZH_20181006_181500_56.png
0.0,ZH_20181006_181500,57.0,segments/ZH_20181006_181500_57.png
0.0,ZH_20181006_181500,58.0,segments/ZH_20181006_181500_58.png
0.0,ZH_20181006_181500,59.0,segments/ZH_20181006_181500_59.png
0.0,ZH_20181006_181500,60.0,segments/ZH_20181006_181500_60.png
0.0,ZH_20181006_181500,61.0,segments/ZH_20181006_181500_61.png
0.0,ZH_20181006_181500,62.0,segments/ZH_20181006_181500_62.png
0.0,ZH_20181006_181500,63.0,segments/ZH_20181006_181500_63.png
0.0,ZH_20181006_181500,64.0,segments/ZH_20181006_181500_64.png
0.0,ZH_20181006_181500,65.0,segments/ZH_20181006_181500_65.png
0.0,ZH_20181006_181500,66.0,segments/ZH_20181006_181500_66.png
0.0,ZH_20181006_181500,67.0,segments/ZH_20181006_181500_67.png
0.0,ZH_20181006_181500,68.0,segments/ZH_20181006_181500_68.png
0.0,ZH_20181006_181500,69.0,segments/ZH_20181006_181500_69.png
0.0,ZH_20181006_181500,70.0,segments/ZH_20181006_181500_70.png
0.0,ZH_20181006_181500,71.0,segments/ZH_20181006_181500_71.png
0.0,ZH_20181006_181500,72.0,segments/ZH_20181006_181500_72.png
0.0,ZH_20181006_181500,73.0,segments/ZH_20181006_181500_73.png
0.0,ZH_20181006_181500,74.0,segments/ZH_20181006_181500_74.png
0.0,ZG_20181007_050416,0.0,segments/ZG_20181007_050416_0.png
0.0,ZG_20181007_050416,1.0,segments/ZG_20181007_050416_1.png
0.0,ZG_20181007_050416,2.0,segments/ZG_20181007_050416_2.png
0.0,ZG_20181007_050416,3.0,segments/ZG_20181007_050416_3.png
0.0,ZG_20181007_050416,4.0,segments/ZG_20181007_050416_4.png
0.0,ZG_20181007_050416,5.0,segments/ZG_20181007_050416_5.png
0.0,ZG_20181007_050416,6.0,segments/ZG_20181007_050416_6.png
0.0,ZG_20181007_050416,7.0,segments/ZG_20181007_050416_7.png
0.0,ZG_20181007_050416,8.0,segments/ZG_20181007_050416_8.png
0.0,ZG_20181007_050416,9.0,segments/ZG_20181007_050416_9.png
0.0,ZG_20181007_050416,10.0,segments/ZG_20181007_050416_10.png
0.0,ZG_20181007_050416,11.0,segments/ZG_20181007_050416_11.png
0.0,ZG_20181007_050416,12.0,segments/ZG_20181007_050416_12.png
0.0,ZG_20181007_050416,13.0,segments/ZG_20181007_050416_13.png
0.0,ZG_20181007_050416,14.0,segments/ZG_20181007_050416_14.png
0.0,ZG_20181007_050416,15.0,segments/ZG_20181007_050416_15.png
0.0,ZG_20181007_050416,16.0,segments/ZG_20181007_050416_16.png
0.0,ZG_20181007_050416,17.0,segments/ZG_20181007_050416_17.png
0.0,ZG_20181007_050416,18.0,segments/ZG_20181007_050416_18.png
0.0,ZG_20181007_050416,19.0,segments/ZG_20181007_050416_19.png
0.0,ZG_20181007_050416,20.0,segments/ZG_20181007_050416_20.png
0.0,ZG_20181007_050416,21.0,segments/ZG_20181007_050416_21.png
0.0,ZG_20181007_050416,22.0,segments/ZG_20181007_050416_22.png
0.0,ZG_20181007_050416,23.0,segments/ZG_20181007_050416_23.png
0.0,ZG_20181007_050416,24.0,segments/ZG_20181007_050416_24.png
0.0,ZG_20181007_050416,25.0,segments/ZG_20181007_050416_25.png
0.0,ZG_20181007_050416,26.0,segments/ZG_20181007_050416_26.png
0.0,ZG_20181007_050416,27.0,segments/ZG_20181007_050416_27.png
0.0,ZG_20181007_050416,28.0,segments/ZG_20181007_050416_28.png
0.0,ZG_20181007_050416,29.0,segments/ZG_20181007_050416_29.png
0.0,ZG_20181007_050416,30.0,segments/ZG_20181007_050416_30.png
0.0,ZG_20181007_050416,31.0,segments/ZG_20181007_050416_31.png
0.0,ZG_20181007_050416,32.0,segments/ZG_20181007_050416_32.png
0.0,ZG_20181007_050416,33.0,segments/ZG_20181007_050416_33.png
0.0,ZG_20181007_050416,34.0,segments/ZG_20181007_050416_34.png
0.0,ZG_20181007_050416,35.0,segments/ZG_20181007_050416_35.png
0.0,ZG_20181007_050416,36.0,segments/ZG_20181007_050416_36.png
0.0,ZG_20181007_050416,37.0,segments/ZG_20181007_050416_37.png
0.0,ZG_20181007_050416,38.0,segments/ZG_20181007_050416_38.png
0.0,ZG_20181007_050416,39.0,segments/ZG_20181007_050416_39.png
0.0,ZG_20181007_050416,40.0,segments/ZG_20181007_050416_40.png
0.0,ZG_20181007_050416,41.0,segments/ZG_20181007_050416_41.png
0.0,ZG_20181007_050416,42.0,segments/ZG_20181007_050416_42.png
0.0,ZG_20181007_050416,43.0,segments/ZG_20181007_050416_43.png
0.0,ZG_20181007_050416,44.0,segments/ZG_20181007_050416_44.png
0.0,ZG_20181007_050416,45.0,segments/ZG_20181007_050416_45.png
0.0,ZG_20181007_050416,46.0,segments/ZG_20181007_050416_46.png
0.0,ZG_20181007_050416,47.0,segments/ZG_20181007_050416_47.png
0.0,ZG_20181007_050416,48.0,segments/ZG_20181007_050416_48.png
0.0,ZG_20181007_050416,49.0,segments/ZG_20181007_050416_49.png
0.0,ZG_20181007_050416,50.0,segments/ZG_20181007_050416_50.png
0.0,ZG_20181007_050416,51.0,segments/ZG_20181007_050416_51.png
0.0,ZG_20181007_050416,52.0,segments/ZG_20181007_050416_52.png
0.0,ZG_20181007_050416,53.0,segments/ZG_20181007_050416_53.png
0.0,ZG_20181007_050416,54.0,segments/ZG_20181007_050416_54.png
0.0,ZG_20181007_050416,55.0,segments/ZG_20181007_050416_55.png
0.0,ZG_20181007_050416,56.0,segments/ZG_20181007_050416_56.png
0.0,ZG_20181007_050416,57.0,segments/ZG_20181007_050416_57.png
0.0,ZG_20181007_050416,58.0,segments/ZG_20181007_050416_58.png
0.0,ZG_20181007_050416,59.0,segments/ZG_20181007_050416_59.png
0.0,ZG_20181007_050416,60.0,segments/ZG_20181007_050416_60.png
0.0,ZG_20181007_050416,61.0,segments/ZG_20181007_050416_61.png
0.0,ZG_20181007_050416,62.0,segments/ZG_20181007_050416_62.png
0.0,ZG_20181007_050416,63.0,segments/ZG_20181007_050416_63.png
0.0,ZG_20181007_050416,64.0,segments/ZG_20181007_050416_64.png
0.0,ZG_20181007_050416,65.0,segments/ZG_20181007_050416_65.png
0.0,ZG_20181007_050416,66.0,segments/ZG_20181007_050416_66.png
0.0,ZG_20181007_050416,67.0,segments/ZG_20181007_050416_67.png
0.0,ZG_20181007_050416,68.0,segments/ZG_20181007_050416_68.png
0.0,ZG_20181007_050416,69.0,segments/ZG_20181007_050416_69.png
0.0,ZG_20181007_050416,70.0,segments/ZG_20181007_050416_70.png
0.0,ZG_20181007_050416,71.0,segments/ZG_20181007_050416_71.png
0.0,ZG_20181007_050416,72.0,segments/ZG_20181007_050416_72.png
0.0,ZG_20181007_050416,73.0,segments/ZG_20181007_050416_73.png
0.0,ZG_20181007_050416,74.0,segments/ZG_20181007_050416_74.png
0.0,ZE_20181006_182023,0.0,segments/ZE_20181006_182023_0.png
0.0,ZE_20181006_182023,1.0,segments/ZE_20181006_182023_1.png
